INFO 2022-11-11 14:05:59,326 autoreload 51997 140263233537856 Watching for file changes with StatReloader
DEBUG 2022-11-11 14:07:36,245 utils 52655 140174671243072 (0.001) INSERT INTO "new__auth_user" ("id", "password", "last_login", "is_superuser", "username", "first_name", "email", "is_staff", "is_active", "date_joined", "last_name") SELECT "id", "password", "last_login", "is_superuser", "username", "first_name", "email", "is_staff", "is_active", "date_joined", "last_name" FROM "auth_user"; args=(); alias=default
DEBUG 2022-11-11 14:07:36,245 schema 52655 140174671243072 DROP TABLE "auth_user"; (params ())
DEBUG 2022-11-11 14:07:36,245 utils 52655 140174671243072 (0.000) DROP TABLE "auth_user"; args=(); alias=default
DEBUG 2022-11-11 14:07:36,245 schema 52655 140174671243072 ALTER TABLE "new__auth_user" RENAME TO "auth_user"; (params ())
DEBUG 2022-11-11 14:07:36,246 utils 52655 140174671243072 (0.001) ALTER TABLE "new__auth_user" RENAME TO "auth_user"; args=(); alias=default
DEBUG 2022-11-11 14:07:36,246 utils 52655 140174671243072 (0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
DEBUG 2022-11-11 14:07:36,248 utils 52655 140174671243072 (0.001) INSERT INTO "django_migrations" ("app", "name", "applied") VALUES ('auth', '0009_alter_user_last_name_max_length', '2022-11-11 14:07:36.246904'); args=['auth', '0009_alter_user_last_name_max_length', '2022-11-11 14:07:36.246904']; alias=default
DEBUG 2022-11-11 14:07:36,248 utils 52655 140174671243072 (0.000) PRAGMA foreign_key_check; args=None; alias=default
DEBUG 2022-11-11 14:07:36,251 utils 52655 140174671243072 (0.000) PRAGMA foreign_keys = ON; args=None; alias=default
DEBUG 2022-11-11 14:07:36,251 utils 52655 140174671243072 (0.000) PRAGMA foreign_keys = OFF; args=None; alias=default
DEBUG 2022-11-11 14:07:36,251 utils 52655 140174671243072 (0.000) PRAGMA foreign_keys; args=None; alias=default
DEBUG 2022-11-11 14:07:36,251 utils 52655 140174671243072 (0.000) BEGIN; args=None; alias=default
DEBUG 2022-11-11 14:07:36,256 schema 52655 140174671243072 CREATE TABLE "new__auth_group" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "name" varchar(150) NOT NULL UNIQUE); (params None)
DEBUG 2022-11-11 14:07:36,257 utils 52655 140174671243072 (0.001) CREATE TABLE "new__auth_group" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "name" varchar(150) NOT NULL UNIQUE); args=None; alias=default
DEBUG 2022-11-11 14:07:36,257 schema 52655 140174671243072 INSERT INTO "new__auth_group" ("id", "name") SELECT "id", "name" FROM "auth_group"; (params ())
DEBUG 2022-11-11 14:07:36,258 utils 52655 140174671243072 (0.000) INSERT INTO "new__auth_group" ("id", "name") SELECT "id", "name" FROM "auth_group"; args=(); alias=default
DEBUG 2022-11-11 14:07:36,258 schema 52655 140174671243072 DROP TABLE "auth_group"; (params ())
DEBUG 2022-11-11 14:07:36,259 utils 52655 140174671243072 (0.001) DROP TABLE "auth_group"; args=(); alias=default
DEBUG 2022-11-11 14:07:36,259 schema 52655 140174671243072 ALTER TABLE "new__auth_group" RENAME TO "auth_group"; (params ())
DEBUG 2022-11-11 14:07:36,260 utils 52655 140174671243072 (0.001) ALTER TABLE "new__auth_group" RENAME TO "auth_group"; args=(); alias=default
DEBUG 2022-11-11 14:07:36,260 utils 52655 140174671243072 (0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
DEBUG 2022-11-11 14:07:36,261 utils 52655 140174671243072 (0.000) INSERT INTO "django_migrations" ("app", "name", "applied") VALUES ('auth', '0010_alter_group_name_max_length', '2022-11-11 14:07:36.260924'); args=['auth', '0010_alter_group_name_max_length', '2022-11-11 14:07:36.260924']; alias=default
DEBUG 2022-11-11 14:07:36,261 utils 52655 140174671243072 (0.000) PRAGMA foreign_key_check; args=None; alias=default
DEBUG 2022-11-11 14:07:36,265 utils 52655 140174671243072 (0.000) PRAGMA foreign_keys = ON; args=None; alias=default
DEBUG 2022-11-11 14:07:36,265 utils 52655 140174671243072 (0.000) PRAGMA foreign_keys = OFF; args=None; alias=default
DEBUG 2022-11-11 14:07:36,265 utils 52655 140174671243072 (0.000) PRAGMA foreign_keys; args=None; alias=default
DEBUG 2022-11-11 14:07:36,265 utils 52655 140174671243072 (0.000) BEGIN; args=None; alias=default
DEBUG 2022-11-11 14:07:36,270 utils 52655 140174671243072 (0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
DEBUG 2022-11-11 14:07:36,275 utils 52655 140174671243072 (0.000) INSERT INTO "django_migrations" ("app", "name", "applied") VALUES ('auth', '0011_update_proxy_permissions', '2022-11-11 14:07:36.270629'); args=['auth', '0011_update_proxy_permissions', '2022-11-11 14:07:36.270629']; alias=default
DEBUG 2022-11-11 14:07:36,277 utils 52655 140174671243072 (0.000) PRAGMA foreign_key_check; args=None; alias=default
DEBUG 2022-11-11 14:07:36,280 utils 52655 140174671243072 (0.000) PRAGMA foreign_keys = ON; args=None; alias=default
DEBUG 2022-11-11 14:07:36,280 utils 52655 140174671243072 (0.000) PRAGMA foreign_keys = OFF; args=None; alias=default
DEBUG 2022-11-11 14:07:36,280 utils 52655 140174671243072 (0.000) PRAGMA foreign_keys; args=None; alias=default
DEBUG 2022-11-11 14:07:36,280 utils 52655 140174671243072 (0.000) BEGIN; args=None; alias=default
DEBUG 2022-11-11 14:07:36,289 schema 52655 140174671243072 CREATE TABLE "new__auth_user" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "password" varchar(128) NOT NULL, "last_login" datetime NULL, "is_superuser" bool NOT NULL, "username" varchar(150) NOT NULL UNIQUE, "last_name" varchar(150) NOT NULL, "email" varchar(254) NOT NULL, "is_staff" bool NOT NULL, "is_active" bool NOT NULL, "date_joined" datetime NOT NULL, "first_name" varchar(150) NOT NULL); (params None)
DEBUG 2022-11-11 14:07:36,290 utils 52655 140174671243072 (0.000) CREATE TABLE "new__auth_user" ("id" integer NOT NULL PRIMARY KEY AUTOINCREMENT, "password" varchar(128) NOT NULL, "last_login" datetime NULL, "is_superuser" bool NOT NULL, "username" varchar(150) NOT NULL UNIQUE, "last_name" varchar(150) NOT NULL, "email" varchar(254) NOT NULL, "is_staff" bool NOT NULL, "is_active" bool NOT NULL, "date_joined" datetime NOT NULL, "first_name" varchar(150) NOT NULL); args=None; alias=default
DEBUG 2022-11-11 14:07:36,290 schema 52655 140174671243072 INSERT INTO "new__auth_user" ("id", "password", "last_login", "is_superuser", "username", "last_name", "email", "is_staff", "is_active", "date_joined", "first_name") SELECT "id", "password", "last_login", "is_superuser", "username", "last_name", "email", "is_staff", "is_active", "date_joined", "first_name" FROM "auth_user"; (params ())
DEBUG 2022-11-11 14:07:36,290 utils 52655 140174671243072 (0.000) INSERT INTO "new__auth_user" ("id", "password", "last_login", "is_superuser", "username", "last_name", "email", "is_staff", "is_active", "date_joined", "first_name") SELECT "id", "password", "last_login", "is_superuser", "username", "last_name", "email", "is_staff", "is_active", "date_joined", "first_name" FROM "auth_user"; args=(); alias=default
DEBUG 2022-11-11 14:07:36,290 schema 52655 140174671243072 DROP TABLE "auth_user"; (params ())
DEBUG 2022-11-11 14:07:36,290 utils 52655 140174671243072 (0.000) DROP TABLE "auth_user"; args=(); alias=default
DEBUG 2022-11-11 14:07:36,290 schema 52655 140174671243072 ALTER TABLE "new__auth_user" RENAME TO "auth_user"; (params ())
DEBUG 2022-11-11 14:07:36,291 utils 52655 140174671243072 (0.001) ALTER TABLE "new__auth_user" RENAME TO "auth_user"; args=(); alias=default
DEBUG 2022-11-11 14:07:36,291 utils 52655 140174671243072 (0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
DEBUG 2022-11-11 14:07:36,291 utils 52655 140174671243072 (0.000) INSERT INTO "django_migrations" ("app", "name", "applied") VALUES ('auth', '0012_alter_user_first_name_max_length', '2022-11-11 14:07:36.291740'); args=['auth', '0012_alter_user_first_name_max_length', '2022-11-11 14:07:36.291740']; alias=default
DEBUG 2022-11-11 14:07:36,292 utils 52655 140174671243072 (0.000) PRAGMA foreign_key_check; args=None; alias=default
DEBUG 2022-11-11 14:07:36,295 utils 52655 140174671243072 (0.000) PRAGMA foreign_keys = ON; args=None; alias=default
DEBUG 2022-11-11 14:07:36,295 utils 52655 140174671243072 (0.000) PRAGMA foreign_keys = OFF; args=None; alias=default
DEBUG 2022-11-11 14:07:36,295 utils 52655 140174671243072 (0.000) PRAGMA foreign_keys; args=None; alias=default
DEBUG 2022-11-11 14:07:36,295 utils 52655 140174671243072 (0.000) BEGIN; args=None; alias=default
DEBUG 2022-11-11 14:07:36,297 schema 52655 140174671243072 CREATE TABLE "django_session" ("session_key" varchar(40) NOT NULL PRIMARY KEY, "session_data" text NOT NULL, "expire_date" datetime NOT NULL); (params None)
DEBUG 2022-11-11 14:07:36,298 utils 52655 140174671243072 (0.000) CREATE TABLE "django_session" ("session_key" varchar(40) NOT NULL PRIMARY KEY, "session_data" text NOT NULL, "expire_date" datetime NOT NULL); args=None; alias=default
DEBUG 2022-11-11 14:07:36,298 utils 52655 140174671243072 (0.000) PRAGMA foreign_key_check; args=None; alias=default
DEBUG 2022-11-11 14:07:36,298 schema 52655 140174671243072 CREATE INDEX "django_session_expire_date_a5c62663" ON "django_session" ("expire_date"); (params ())
DEBUG 2022-11-11 14:07:36,298 utils 52655 140174671243072 (0.000) CREATE INDEX "django_session_expire_date_a5c62663" ON "django_session" ("expire_date"); args=(); alias=default
DEBUG 2022-11-11 14:07:36,301 utils 52655 140174671243072 (0.000) PRAGMA foreign_keys = ON; args=None; alias=default
DEBUG 2022-11-11 14:07:36,302 utils 52655 140174671243072 (0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
DEBUG 2022-11-11 14:07:36,305 utils 52655 140174671243072 (0.003) INSERT INTO "django_migrations" ("app", "name", "applied") VALUES ('sessions', '0001_initial', '2022-11-11 14:07:36.302567'); args=['sessions', '0001_initial', '2022-11-11 14:07:36.302567']; alias=default
DEBUG 2022-11-11 14:07:36,306 utils 52655 140174671243072 (0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
DEBUG 2022-11-11 14:07:36,307 utils 52655 140174671243072 (0.000) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
DEBUG 2022-11-11 14:07:36,319 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."app_label" = 'admin'; args=('admin',); alias=default
DEBUG 2022-11-11 14:07:36,320 utils 52655 140174671243072 (0.000) BEGIN; args=None; alias=default
DEBUG 2022-11-11 14:07:36,321 utils 52655 140174671243072 (0.001) INSERT INTO "django_content_type" ("app_label", "model") VALUES ('admin', 'logentry'); args=('admin', 'logentry'); alias=default
DEBUG 2022-11-11 14:07:36,334 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE ("django_content_type"."app_label" = 'admin' AND "django_content_type"."model" = 'logentry') LIMIT 21; args=('admin', 'logentry'); alias=default
DEBUG 2022-11-11 14:07:36,335 utils 52655 140174671243072 (0.000) SELECT "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" INNER JOIN "django_content_type" ON ("auth_permission"."content_type_id" = "django_content_type"."id") WHERE "auth_permission"."content_type_id" IN (1) ORDER BY "django_content_type"."app_label" ASC, "django_content_type"."model" ASC, "auth_permission"."codename" ASC; args=(1,); alias=default
DEBUG 2022-11-11 14:07:36,336 utils 52655 140174671243072 (0.000) BEGIN; args=None; alias=default
DEBUG 2022-11-11 14:07:36,336 utils 52655 140174671243072 (0.000) INSERT INTO "auth_permission" ("name", "content_type_id", "codename") VALUES ('Can add log entry', 1, 'add_logentry'), ('Can change log entry', 1, 'change_logentry'), ('Can delete log entry', 1, 'delete_logentry'), ('Can view log entry', 1, 'view_logentry'); args=('Can add log entry', 1, 'add_logentry', 'Can change log entry', 1, 'change_logentry', 'Can delete log entry', 1, 'delete_logentry', 'Can view log entry', 1, 'view_logentry'); alias=default
DEBUG 2022-11-11 14:07:36,340 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."app_label" = 'admin'; args=('admin',); alias=default
DEBUG 2022-11-11 14:07:36,340 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."app_label" = 'auth'; args=('auth',); alias=default
DEBUG 2022-11-11 14:07:36,341 utils 52655 140174671243072 (0.000) BEGIN; args=None; alias=default
DEBUG 2022-11-11 14:07:36,341 utils 52655 140174671243072 (0.000) INSERT INTO "django_content_type" ("app_label", "model") VALUES ('auth', 'permission'), ('auth', 'group'), ('auth', 'user'); args=('auth', 'permission', 'auth', 'group', 'auth', 'user'); alias=default
DEBUG 2022-11-11 14:07:36,344 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE ("django_content_type"."app_label" = 'auth' AND "django_content_type"."model" = 'permission') LIMIT 21; args=('auth', 'permission'); alias=default
DEBUG 2022-11-11 14:07:36,344 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE ("django_content_type"."app_label" = 'auth' AND "django_content_type"."model" = 'group') LIMIT 21; args=('auth', 'group'); alias=default
DEBUG 2022-11-11 14:07:36,345 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE ("django_content_type"."app_label" = 'auth' AND "django_content_type"."model" = 'user') LIMIT 21; args=('auth', 'user'); alias=default
DEBUG 2022-11-11 14:07:36,346 utils 52655 140174671243072 (0.000) SELECT "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" INNER JOIN "django_content_type" ON ("auth_permission"."content_type_id" = "django_content_type"."id") WHERE "auth_permission"."content_type_id" IN (2, 3, 4) ORDER BY "django_content_type"."app_label" ASC, "django_content_type"."model" ASC, "auth_permission"."codename" ASC; args=(2, 3, 4); alias=default
DEBUG 2022-11-11 14:07:36,346 utils 52655 140174671243072 (0.000) BEGIN; args=None; alias=default
DEBUG 2022-11-11 14:07:36,347 utils 52655 140174671243072 (0.000) INSERT INTO "auth_permission" ("name", "content_type_id", "codename") VALUES ('Can add permission', 2, 'add_permission'), ('Can change permission', 2, 'change_permission'), ('Can delete permission', 2, 'delete_permission'), ('Can view permission', 2, 'view_permission'), ('Can add group', 3, 'add_group'), ('Can change group', 3, 'change_group'), ('Can delete group', 3, 'delete_group'), ('Can view group', 3, 'view_group'), ('Can add user', 4, 'add_user'), ('Can change user', 4, 'change_user'), ('Can delete user', 4, 'delete_user'), ('Can view user', 4, 'view_user'); args=('Can add permission', 2, 'add_permission', 'Can change permission', 2, 'change_permission', 'Can delete permission', 2, 'delete_permission', 'Can view permission', 2, 'view_permission', 'Can add group', 3, 'add_group', 'Can change group', 3, 'change_group', 'Can delete group', 3, 'delete_group', 'Can view group', 3, 'view_group', 'Can add user', 4, 'add_user', 'Can change user', 4, 'change_user', 'Can delete user', 4, 'delete_user', 'Can view user', 4, 'view_user'); alias=default
DEBUG 2022-11-11 14:07:36,350 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."app_label" = 'auth'; args=('auth',); alias=default
DEBUG 2022-11-11 14:07:36,351 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."app_label" = 'contenttypes'; args=('contenttypes',); alias=default
DEBUG 2022-11-11 14:07:36,351 utils 52655 140174671243072 (0.000) BEGIN; args=None; alias=default
DEBUG 2022-11-11 14:07:36,352 utils 52655 140174671243072 (0.000) INSERT INTO "django_content_type" ("app_label", "model") VALUES ('contenttypes', 'contenttype'); args=('contenttypes', 'contenttype'); alias=default
DEBUG 2022-11-11 14:07:36,358 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE ("django_content_type"."app_label" = 'contenttypes' AND "django_content_type"."model" = 'contenttype') LIMIT 21; args=('contenttypes', 'contenttype'); alias=default
DEBUG 2022-11-11 14:07:36,359 utils 52655 140174671243072 (0.000) SELECT "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" INNER JOIN "django_content_type" ON ("auth_permission"."content_type_id" = "django_content_type"."id") WHERE "auth_permission"."content_type_id" IN (5) ORDER BY "django_content_type"."app_label" ASC, "django_content_type"."model" ASC, "auth_permission"."codename" ASC; args=(5,); alias=default
DEBUG 2022-11-11 14:07:36,359 utils 52655 140174671243072 (0.000) BEGIN; args=None; alias=default
DEBUG 2022-11-11 14:07:36,364 utils 52655 140174671243072 (0.004) INSERT INTO "auth_permission" ("name", "content_type_id", "codename") VALUES ('Can add content type', 5, 'add_contenttype'), ('Can change content type', 5, 'change_contenttype'), ('Can delete content type', 5, 'delete_contenttype'), ('Can view content type', 5, 'view_contenttype'); args=('Can add content type', 5, 'add_contenttype', 'Can change content type', 5, 'change_contenttype', 'Can delete content type', 5, 'delete_contenttype', 'Can view content type', 5, 'view_contenttype'); alias=default
DEBUG 2022-11-11 14:07:36,369 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."app_label" = 'contenttypes'; args=('contenttypes',); alias=default
DEBUG 2022-11-11 14:07:36,370 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."app_label" = 'sessions'; args=('sessions',); alias=default
DEBUG 2022-11-11 14:07:36,371 utils 52655 140174671243072 (0.000) BEGIN; args=None; alias=default
DEBUG 2022-11-11 14:07:36,372 utils 52655 140174671243072 (0.000) INSERT INTO "django_content_type" ("app_label", "model") VALUES ('sessions', 'session'); args=('sessions', 'session'); alias=default
DEBUG 2022-11-11 14:07:36,375 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE ("django_content_type"."app_label" = 'sessions' AND "django_content_type"."model" = 'session') LIMIT 21; args=('sessions', 'session'); alias=default
DEBUG 2022-11-11 14:07:36,384 utils 52655 140174671243072 (0.000) SELECT "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" INNER JOIN "django_content_type" ON ("auth_permission"."content_type_id" = "django_content_type"."id") WHERE "auth_permission"."content_type_id" IN (6) ORDER BY "django_content_type"."app_label" ASC, "django_content_type"."model" ASC, "auth_permission"."codename" ASC; args=(6,); alias=default
DEBUG 2022-11-11 14:07:36,385 utils 52655 140174671243072 (0.000) BEGIN; args=None; alias=default
DEBUG 2022-11-11 14:07:36,388 utils 52655 140174671243072 (0.003) INSERT INTO "auth_permission" ("name", "content_type_id", "codename") VALUES ('Can add session', 6, 'add_session'), ('Can change session', 6, 'change_session'), ('Can delete session', 6, 'delete_session'), ('Can view session', 6, 'view_session'); args=('Can add session', 6, 'add_session', 'Can change session', 6, 'change_session', 'Can delete session', 6, 'delete_session', 'Can view session', 6, 'view_session'); alias=default
DEBUG 2022-11-11 14:07:36,391 utils 52655 140174671243072 (0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."app_label" = 'sessions'; args=('sessions',); alias=default
INFO 2022-11-11 14:07:42,710 autoreload 52708 140553349113664 Watching for file changes with StatReloader
DEBUG 2022-11-11 14:07:42,710 autoreload 52708 140553349113664 Waiting for apps ready_event.
DEBUG 2022-11-11 14:07:42,713 autoreload 52708 140553349113664 Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2022-11-11 14:07:42,721 autoreload 52708 140553349113664 Watching dir /home/linux/django_adv_topic/logger/bloggerpro/locale with glob **/*.mo.
DEBUG 2022-11-11 14:07:42,721 autoreload 52708 140553349113664 Watching dir /home/linux/django_adv_topic/logger/bloggerpro/myapp/locale with glob **/*.mo.
DEBUG 2022-11-11 14:07:42,777 utils 52708 140553319868160 (0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
DEBUG 2022-11-11 14:07:42,779 utils 52708 140553319868160 (0.000) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
INFO 2022-11-11 14:08:18,843 autoreload 52904 140102304679744 Watching for file changes with StatReloader
DEBUG 2022-11-11 14:08:18,843 autoreload 52904 140102304679744 Waiting for apps ready_event.
DEBUG 2022-11-11 14:08:18,848 autoreload 52904 140102304679744 Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2022-11-11 14:08:18,854 autoreload 52904 140102304679744 Watching dir /home/linux/django_adv_topic/logger/bloggerpro/locale with glob **/*.mo.
DEBUG 2022-11-11 14:08:18,854 autoreload 52904 140102304679744 Watching dir /home/linux/django_adv_topic/logger/bloggerpro/myapp/locale with glob **/*.mo.
DEBUG 2022-11-11 14:08:18,911 utils 52904 140102275434240 (0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
DEBUG 2022-11-11 14:08:18,912 utils 52904 140102275434240 (0.000) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
DEBUG 2022-11-11 14:08:18,933 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/checks/urls.py first seen with mtime 1668153247.9948356
DEBUG 2022-11-11 14:08:18,933 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/manager.py first seen with mtime 1668153248.018836
DEBUG 2022-11-11 14:08:18,933 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/signing.py first seen with mtime 1668153247.9908357
DEBUG 2022-11-11 14:08:18,933 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/backends/sqlite3/features.py first seen with mtime 1668153248.010836
DEBUG 2022-11-11 14:08:18,933 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/views/generic/dates.py first seen with mtime 1668153248.0548365
DEBUG 2022-11-11 14:08:18,933 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/utils/ipv6.py first seen with mtime 1668153248.0508363
DEBUG 2022-11-11 14:08:18,933 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/core/handlers/wsgi.py first seen with mtime 1668153247.9988356
DEBUG 2022-11-11 14:08:18,933 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/contenttypes/forms.py first seen with mtime 1668153247.7588325
DEBUG 2022-11-11 14:08:18,933 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/auth/management/__init__.py first seen with mtime 1668153247.7548325
DEBUG 2022-11-11 14:08:18,933 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/middleware/csrf.py first seen with mtime 1668153248.0388362
DEBUG 2022-11-11 14:08:18,933 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/messages/storage/base.py first seen with mtime 1668153247.8828342
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /usr/lib/python3.8/lib-dynload/_contextvars.cpython-38-x86_64-linux-gnu.so first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /usr/lib/python3.8/email/charset.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /usr/lib/python3.8/asyncio/__init__.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /usr/lib/python3.8/multiprocessing/context.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /usr/lib/python3.8/pkgutil.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/views/decorators/debug.py first seen with mtime 1668153248.0548365
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/contenttypes/models.py first seen with mtime 1668153247.7588325
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/template/context.py first seen with mtime 1668153248.0388362
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/template/base.py first seen with mtime 1668153248.0388362
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/contrib/messages/storage/__init__.py first seen with mtime 1668153247.8828342
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/views/debug.py first seen with mtime 1668153248.0508363
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /usr/lib/python3.8/string.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/views/decorators/common.py first seen with mtime 1668153248.0548365
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/asgiref/local.py first seen with mtime 1668153247.4548285
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/template/backends/django.py first seen with mtime 1668153248.0428362
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /usr/lib/python3.8/asyncio/format_helpers.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/forms/widgets.py first seen with mtime 1668153248.026836
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /usr/lib/python3.8/_weakrefset.py first seen with mtime 1655929098.0
DEBUG 2022-11-11 14:08:18,934 autoreload 52904 140102304679744 File /home/linux/django_adv_topic/logger/env/lib/python3.8/site-packages/django/db/models/fields/related_lookups.py first seen with mtime 1668153248.022836
